# date, lon, lat, tau, shf, lhf, L, cd, cdn, ct, ctn, cq, cqn, tsrv, tsr, qsr, usr, psim, psit, psiq, u10n, t10n, tv10n, q10n, zo, zot, zoq, uref, tref, qref, iter, dter, dqer, dtwl, qair, qsea, Rl, Rs, Rnl
2.007090600000000000e+07,2.347929399999999873e+02,4.651496999999999815e+01,9.967486422476232177e-02,1.568962416966176043e+01,5.775117000477483487e+01,-1.190997635872082441e+02,1.286905059648448587e-03,1.236610201697592622e-03,1.234896673218818667e-03,1.165236424456249495e-03,1.234896673218818667e-03,1.165236424456249495e-03,-5.684003301186717205e-02,-4.472874276800362092e-02,-6.726087213205056805e-05,2.870008188729151200e-01,2.540163392644281259e-01,4.811243940531563790e-01,4.811243940531563790e-01,8.161400254288221134e+00,1.617439308658890695e+01,2.912296967287720122e+02,1.018341935993453788e-02,1.148125317995779912e-04,5.720061835489094682e-05,5.720061835489094682e-05,7.941072537365014838e+00,1.622704462016542948e+01,1.026259413320765833e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.025936103344895524e-02,1.221327425397383121e-02,3.700000000000000000e+02,3.191547000000000267e+01,3.430834447911094998e+01
2.007090700000000000e+07,3.022225999999999999e+02,3.368662299999999732e+01,7.903525019780814620e-02,1.782359930466072839e+01,2.185553310724026801e+02,-5.049037077046136801e+01,1.200930189639937444e-03,1.198491869474381695e-03,1.211020394657930620e-03,1.154684472534175206e-03,1.211020394657930620e-03,1.154684472534175206e-03,-1.109707996000210140e-01,-5.775898028566298081e-02,-2.917516907284796544e-04,2.595611240018524390e-01,6.944932898835869395e-01,1.228814636444092168e+00,1.228814636444092168e+00,7.497397458960188388e+00,2.435186437936374659e+01,2.997736332442590879e+02,1.192231178233074326e-02,9.595001936254336241e-05,6.189700634578809224e-05,6.189700634578809224e-05,7.135359145647498735e+00,2.447303491320104740e+01,1.253436739582427378e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.232074499420438528e-02,2.066948964221641469e-02,3.700000000000000000e+02,2.789142499999999814e+02,8.269005385784299733e+01
2.007090800000000000e+07,3.023848600000000033e+02,3.368660399999999555e+01,3.496736478837383921e-02,1.587649786802920815e+01,1.745837723081376112e+02,-1.588875267096824118e+01,1.175389819529326120e-03,1.072337178872555686e-03,1.295708979173605712e-03,1.095972977117957471e-03,1.295708979173605712e-03,1.095972977117957471e-03,-1.403103726480925129e-01,-7.689800083787844132e-02,-3.482745802762888588e-04,1.731102218995383968e-01,1.230691913392506276e+00,2.050604138197973825e+00,2.050604138197973825e+00,5.286277208179193110e+00,2.361648322111312837e+01,2.986904443072079403e+02,1.003117595939261898e-02,4.955445051612662223e-05,6.448945845491911382e-05,6.448945845491911382e-05,4.813291407917579257e+00,2.391326553553000167e+01,1.137531670246455170e-02,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.122205606907833962e-02,2.045098117729249668e-02,3.700000000000000000e+02,2.797648299999999608e+02,8.170886214105199485e+01
2.007090800000000000e+07,2.361411700000000167e+02,4.619064300000000145e+01,1.749980627950132456e-02,3.734789133442380393e+00,7.558560611167146703e+01,-1.641639253063061332e+01,1.095027059987604230e-03,1.004906066039827541e-03,1.245573309183732689e-03,1.059408453010675811e-03,1.245573309183732689e-03,1.059408453010675811e-03,-6.294975314462562810e-02,-2.538487160433250053e-02,-2.104127851836819793e-04,1.213345814710018455e-01,1.213354576300605281e+00,2.025130399347664145e+00,2.025130399347664145e+00,3.827521339119755339e+00,1.937858829117703863e+01,2.940750670413519288e+02,8.061662018658793949e-03,3.311214023319435752e-05,6.337417186338480427e-05,6.337417186338480427e-05,3.505383289604078190e+00,1.947511070211453443e+01,8.861727098150204776e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.767714832699021951e-03,1.436554607679985628e-02,3.700000000000000000e+02,5.961866499999999860e+02,4.864408746495104907e+01
2.007090900000000000e+07,2.361411700000000167e+02,4.619064300000000145e+01,6.325199456185168212e-02,1.521138535648083945e+01,1.605110572285166199e+02,-4.385540783422200661e+01,1.168463282571312930e-03,1.155038202345960024e-03,1.204519477739532862e-03,1.134046104312973289e-03,1.204519477739532862e-03,1.134046104312973289e-03,-9.681887596522992245e-02,-5.458461724536142062e-02,-2.360509299128421687e-04,2.301370674200508004e-01,7.508904840401418035e-01,1.319028822651843402e+00,1.319028822651843402e+00,6.771546549410133231e+00,1.915819462753364633e+01,2.938292292628068481e+02,7.925061757185242195e-03,7.736175724912266690e-05,6.221697199924051047e-05,6.221697199924051047e-05,6.421314436108403356e+00,1.928269437177618784e+01,8.463460336958390784e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.300356876537818077e-03,1.499920077449835333e-02,3.700000000000000000e+02,1.888316800000000057e+02,5.229518776967437077e+01
2.007090900000000000e+07,3.023849000000000160e+02,3.368657699999999977e+01,7.591032500007348360e-02,9.385086044614601164e+00,1.439023254625201105e+02,-8.241766951771060690e+01,1.158400433857105375e-03,1.191471462881915242e-03,1.160925009462530737e-03,1.152074146967865939e-03,1.160925009462530737e-03,1.152074146967865939e-03,-6.706903242969705636e-02,-3.114531163466012151e-02,-1.966828768303881616e-04,2.546449790905119803e-01,5.187659153123997946e-01,9.405519328942515411e-01,9.405519328942515411e-01,7.377173657483820257e+00,2.495262318345282893e+01,3.008589908163408495e+02,1.456241457739607982e-02,9.274347058168171132e-05,6.239937608357877237e-05,6.239937608357877237e-05,7.123505735778381087e+00,2.500023227622205013e+01,1.486306635571098787e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.468907220371110448e-02,2.045530225208796668e-02,3.700000000000000000e+02,2.266600999999999999e+02,8.152392581436799901e+01
2.007091000000000000e+07,2.999950000000000045e+02,3.426792999999999978e+01,3.560167174710749532e-02,7.389281499492725835e+00,1.095997320251097307e+02,-3.192645052660529004e+01,1.069758377476206406e-03,1.074748058305741681e-03,1.171343906764983015e-03,1.097623862535792617e-03,1.171343906764983015e-03,1.097623862535792617e-03,-7.557847628569636100e-02,-3.571502889315134044e-02,-2.181983834848719367e-04,1.746422665766486637e-01,1.099709134313394898e+00,1.713955022677961848e+00,1.713955022677961848e+00,5.327145613959979542e+00,2.493444659401149011e+01,3.007483256140050685e+02,1.405482211198923886e-02,5.023842457964774842e-05,6.478475312747556671e-05,6.478475312747556671e-05,5.007032562653400021e+00,2.503191094226946234e+01,1.465027349188096316e-02,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.447917392521448632e-02,2.057464898004196865e-02,3.700000000000000000e+02,2.789302999999999884e+02,8.220653782537252141e+01
2.007091000000000000e+07,2.361411600000000135e+02,4.619064300000000145e+01,7.945681455641483149e-02,6.501645551649247956e+00,1.811508233968159232e+02,-8.781494073348278562e+01,1.158602623779796158e-03,1.195893684963574314e-03,1.155078124048001826e-03,1.151700158668116048e-03,1.155078124048001826e-03,1.151700158668116048e-03,-6.357306461546571863e-02,-2.090236361526705625e-02,-2.386869455893653787e-04,2.581527178560950042e-01,4.983603223138666216e-01,9.063054716239119513e-01,9.063054716239119513e-01,7.464960945003220161e+00,2.020679139013464010e+01,2.948779445802027226e+02,7.897384393532831670e-03,9.475389020195538244e-05,6.079066631535765165e-05,6.079066631535765165e-05,7.219130532201355699e+00,2.023738001525487107e+01,8.246680082485089228e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.030641726103170466e-03,1.506435670863562684e-02,3.700000000000000000e+02,1.785887100000000203e+02,5.252120670314800321e+01
2.007091100000000000e+07,2.361411600000000135e+02,4.619064300000000145e+01,2.272086092082068604e-02,2.140798267302668645e+00,9.122593098325837957e+01,-2.667139747863602750e+01,1.100868716836508844e-03,1.024947120424501762e-03,1.207116840741844898e-03,1.069869693457822400e-03,1.207116840741844898e-03,1.069869693457822400e-03,-5.305062338011967693e-02,-1.286355613915224697e-02,-2.246747741130049911e-04,1.387275291559864343e-01,8.439484055266373019e-01,1.668102200059183415e+00,1.668102200059183415e+00,4.333218485679733334e+00,2.053134630085935441e+01,2.953040824757889027e+02,8.455556867961835574e-03,3.748243443945844529e-05,6.333829872947466504e-05,6.333829872947466504e-05,4.051266240838844013e+00,2.056996255616212466e+01,9.130028090646348168e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,9.003218721929452315e-03,1.518097894690837932e-02,3.700000000000000000e+02,2.227647200000000183e+01,5.298010463258512459e+01
2.007091100000000000e+07,2.946179200000000264e+02,3.572611599999999754e+01,1.036152484698330684e-01,3.780547689454111904e+00,1.086635302427498431e+02,-2.330932347237054216e+02,1.162275604158060109e-03,1.252960230651536944e-03,1.113314517916619761e-03,1.175925245009246155e-03,1.113314517916619761e-03,1.175925245009246155e-03,-3.416340350636413309e-02,-1.079340592731884915e-02,-1.278391573834858894e-04,2.981419555750370320e-01,2.505333492766610437e-01,4.748346672376690947e-01,4.748346672376690947e-01,8.422751288206999476e+00,2.610994000345863242e+01,3.025319633996427910e+02,1.733001447403239095e-02,1.236877048452657952e-04,5.899623938568621638e-05,5.899623938568621638e-05,8.288138564914685702e+00,2.611745009295827913e+01,1.741896540573742436e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.726345293490431920e-02,2.117817253176139738e-02,3.700000000000000000e+02,1.683811499999999910e+02,8.476616436176156810e+01
2.007091200000000000e+07,2.326734500000000025e+02,4.756900800000000373e+01,8.032337368553069124e-02,1.539364328857353392e+01,5.422296985475821884e+01,-9.075317303581731210e+01,1.100468627022308486e-03,1.195170847782266654e-03,1.111356120534192195e-03,1.149314749143117787e-03,1.111356120534192195e-03,1.149314749143117787e-03,-6.158252028180204174e-02,-4.893213826500891067e-02,-7.038654870813792694e-05,2.579366215974336352e-01,6.405518850647549112e-01,1.028216376712373314e+00,1.028216376712373314e+00,7.460983153131100387e+00,1.563688202892308254e+01,2.906264237146060054e+02,9.829172605661150308e-03,9.442308951662829546e-05,5.951009542746617909e-05,5.951009542746617909e-05,7.221751184272185320e+00,1.570686776749977298e+01,9.929843754968446096e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,9.845394979079711770e-03,1.194639205968590738e-02,3.700000000000000000e+02,5.092268400000000383e+01,3.206575083742706056e+01
2.007091200000000000e+07,2.905374499999999784e+02,3.678117999999999910e+01,1.412454877089661665e-01,1.010320552976554609e+01,1.844099429449959757e+02,-1.845396688149960767e+02,1.233007393900766545e-03,1.320589793891468675e-03,1.145263570072537884e-03,1.197110219046584401e-03,1.145263570072537884e-03,1.197110219046584401e-03,-5.868265711590550660e-02,-2.469883622056140079e-02,-1.857742235728681321e-04,3.482682458222451927e-01,2.988753237559049758e-01,5.614982154442607065e-01,5.614982154442607065e-01,9.583631178539278039e+00,2.570279677700244747e+01,3.018082613389492508e+02,1.561766689963844934e-02,1.658223116682244172e-04,5.327929851756653753e-05,5.327929851756653753e-05,9.392783616406189751e+00,2.572357067881983994e+01,1.577391942288468296e-02,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.556119140443864082e-02,2.125709894241554695e-02,3.700000000000000000e+02,1.083415600000000154e+02,8.487124701268524518e+01
2.007091300000000000e+07,2.322493399999999895e+02,4.775565699999999936e+01,1.878327470330500015e-02,1.107621327864127281e+01,3.565218977836727277e+01,-1.198263434995889654e+01,1.129832155700701782e-03,1.007392732313866848e-03,1.293010858899392183e-03,1.058802812206033946e-03,1.293010858899392183e-03,1.058802812206033946e-03,-8.921355547854183110e-02,-7.220032157907768644e-02,-9.487000647593752105e-05,1.253994961182854917e-01,1.385294153572368181e+00,2.275074293841563122e+00,2.275074293841563122e+00,3.950914947019760870e+00,1.456080332933117916e+01,2.893653843103785448e+02,8.812386985342311393e-03,3.363217177121978539e-05,6.201658661623350483e-05,6.201658661623350483e-05,3.558119046587921108e+00,1.487604684831626400e+01,9.226611659603008511e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,9.190049140113074402e-03,1.166216553885456031e-02,3.700000000000000000e+02,7.749396500000000287e+01,3.002774670254259348e+01
2.007091300000000000e+07,2.877515999999999963e+02,3.923095299999999952e+01,7.491617493496285397e-03,8.865501281974323078e+00,1.013226659852911951e+02,-2.495515392596312498e+00,1.283380406732444580e-03,9.854611996764591538e-04,1.602964061528137311e-03,1.057834882525958897e-03,1.602964061528137311e-03,1.057834882525958897e-03,-1.673570069270122751e-01,-9.061424995572876784e-02,-4.256303719145335422e-04,8.124107974729762038e-02,2.704522913401552042e+00,3.866734112157468761e+00,3.866734112157468761e+00,2.708796378551088235e+00,2.101305728494548930e+01,2.951982128794922460e+02,5.168321986058835305e-03,2.925406713082110948e-05,6.995070718852435356e-05,6.995070718852435356e-05,2.191507734545503183e+00,2.169802516426557304e+01,8.385731315904242436e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.286905991033162444e-03,1.790851935770688963e-02,3.700000000000000000e+02,1.927574600000000089e+02,6.893825549712911993e+01
2.007091400000000000e+07,2.322408000000000072e+02,4.774868800000000135e+01,4.078009717687380506e-03,3.872768729058448489e+00,2.484154539616183754e+01,-2.526558713579090121e+00,1.382272931148186912e-03,9.974461761003948230e-04,1.712153043799459614e-03,1.079959763275501090e-03,1.712153043799459614e-03,1.079959763275501090e-03,-7.784224385159546622e-02,-5.313232187102474163e-02,-1.391399311260001529e-04,5.961293119937517704e-02,1.934078360494200233e+00,3.038588973568936424e+00,3.038588973568936424e+00,1.905164568598515684e+00,1.526575188560980223e+01,2.898645887473455218e+02,7.621807797896569536e-03,3.158878672444482991e-05,8.313662106195607955e-05,8.313662106195607955e-05,1.527226749305353737e+00,1.566628715803614114e+01,8.670707003811480365e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.669434305820754305e-03,1.171221424581266393e-02,3.700000000000000000e+02,9.976722999999999786e+01,3.055425391811964175e+01
2.007091400000000000e+07,2.891900600000000168e+02,4.142480499999999921e+01,1.205737131964969983e-02,5.581982508334169424e+00,7.687425513678201128e+01,-7.213352622404754833e+00,1.187685278054682533e-03,9.890034149876881110e-04,1.388745000342537670e-03,1.053622193703529063e-03,1.388745000342537670e-03,1.053622193703529063e-03,-9.131833779002386520e-02,-4.542685726464067847e-02,-2.564093345285848777e-04,1.013003784301418769e-01,1.517477931346635778e+00,2.705254007370657465e+00,2.705254007370657465e+00,3.223559105520068080e+00,1.950314567943593147e+01,2.940692818674233422e+02,7.328352839486690015e-03,2.992988847123786606e-05,6.529595109615994955e-05,6.529595109615994955e-05,2.818459794419187148e+00,1.974563608883539700e+01,8.697076283009658876e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.618635352051111712e-03,1.501029091143834052e-02,3.700000000000000000e+02,2.208043399999999963e+02,5.268733815869806136e+01
2.007091500000000000e+07,2.893277299999999741e+02,4.152394499999999766e+01,4.303831670540063728e-03,8.293015617682410578e+00,4.100937585906562077e+01,-1.511722711535085528e+00,1.416671729476715784e-03,9.935052375274792350e-04,1.808612236942155156e-03,1.074082634417289827e-03,1.808612236942155156e-03,1.074082634417289827e-03,-1.505697839928433202e-01,-1.101897824837002049e-01,-2.234021238093996222e-04,6.232632469109149198e-02,2.745844741747092588e+00,4.096773937263636256e+00,4.096773937263636256e+00,2.075490133827222916e+00,1.794796324369502827e+01,2.927709394054746213e+02,8.813518885027227939e-03,3.080593450361362583e-05,7.981703433454161005e-05,7.981703433454161005e-05,1.586477809512446102e+00,1.890388262582547441e+01,1.075157897866703578e-02,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.072027363353921479e-02,1.543311731457703076e-02,3.700000000000000000e+02,5.326320300000000429e+01,5.464282803716877623e+01
2.007091500000000000e+07,2.322352299999999730e+02,4.775428800000000251e+01,1.267923215816842142e-02,9.091358235026508083e+00,4.488718193239135701e+01,-6.892815166708216701e+00,1.225344912727794775e-03,9.877804320548408575e-04,1.428832805854649609e-03,1.050702936798758938e-03,1.428832805854649609e-03,1.050702936798758938e-03,-9.731418019782428486e-02,-7.165281873814115243e-02,-1.444317705305691593e-04,1.033401998524471621e-01,1.329208036694430550e+00,2.194184644519213023e+00,2.194184644519213023e+00,3.287916494783195809e+00,1.468043198820782891e+01,2.892311569905331794e+02,7.363347195041609720e-03,2.969522058457582572e-05,6.363496656894025022e-05,6.363496656894025022e-05,2.864670973924140274e+00,1.506938332027897331e+01,8.147362821091932300e-03,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.145209072647985327e-03,1.169138869184324810e-02,3.700000000000000000e+02,4.710612499999999869e+01,3.055362560427768415e+01
2.007091600000000000e+07,2.322355299999999829e+02,4.775372700000000492e+01,1.067792807097995428e-01,2.053261275823746956e+01,9.353922659341466783e+01,-9.786337619257734843e+01,1.203391739061099915e-03,1.250283956044030437e-03,1.163262886320891440e-03,1.169388043366723345e-03,1.163262886320891440e-03,1.169388043366723345e-03,-7.518843921339989078e-02,-5.649448712220014879e-02,-1.050577430941473120e-04,2.968643401380314240e-01,4.647504002685085567e-01,8.495141261390524168e-01,8.495141261390524168e-01,8.395586921481640985e+00,1.496768105913537283e+01,2.897082967562623139e+02,8.436079001998490756e-03,1.222015794090757358e-04,5.587411733321908947e-05,5.587411733321908947e-05,8.132914852347619572e+00,1.504431786086882994e+01,8.578593605426140453e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.479809279009417611e-03,1.161276223659169111e-02,3.700000000000000000e+02,1.585603000000000122e+02,2.973993743114291277e+01
2.007091700000000000e+07,2.322373000000000047e+02,4.775372300000000081e+01,1.597049806356194979e-01,2.351337218398462880e+01,1.549779187363673145e+02,-1.451158188016980830e+02,1.192258180637064411e-03,1.337674943557979647e-03,1.114307710372632607e-03,1.195472671631902595e-03,1.114307710372632607e-03,1.195472671631902595e-03,-7.786543286102308448e-02,-5.278915710083629392e-02,-1.419898742242121448e-04,3.618346369402270502e-01,4.804122564961339492e-01,7.788872012134098188e-01,7.788872012134098188e-01,9.893158772181285698e+00,1.478679390830075135e+01,2.892782999610028583e+02,7.023514531621479276e-03,1.779381551280944686e-04,4.844906741835025002e-05,4.844906741835025002e-05,9.654250383905690569e+00,1.484035847408154041e+01,7.167590064851859719e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,6.967701379158129128e-03,1.136754750134010006e-02,3.700000000000000000e+02,8.922510499999999922e+01,2.827240353502872949e+01
2.007091800000000000e+07,2.893277299999999741e+02,4.152394499999999766e+01,5.012119516884194076e-03,7.249993141972844057e+00,6.452738891885555006e+01,-1.674585111179244246e+00,1.442710040065461842e-03,9.904502584195023010e-04,1.810403264617643261e-03,1.069816755981931912e-03,1.810403264617643261e-03,1.069816755981931912e-03,-1.459986092417910886e-01,-8.850072143564123583e-02,-3.225540169832376400e-04,6.658693840845911205e-02,2.208268148308149659e+00,3.404139673788427078e+00,3.404139673788427078e+00,2.157318714405331406e+00,1.733952014033536670e+01,2.913994726046342976e+02,4.527296689777550280e-03,3.020933799537183184e-05,7.756092541464871604e-05,7.756092541464871604e-05,1.655144969200927907e+00,1.808687550101120678e+01,7.251144244797069066e-03,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,7.248736060133350971e-03,1.408049145308298659e-02,3.700000000000000000e+02,3.685278600000000324e+02,4.765323418404370415e+01
2.007091800000000000e+07,2.322361899999999935e+02,4.775347000000000008e+01,1.243593745955905300e-01,2.577813507635947587e+01,1.343965437126313986e+02,-9.420266609253593515e+01,1.234713118905672764e-03,1.280789994150350426e-03,1.175616539540472183e-03,1.178984343975595294e-03,1.175616539540472183e-03,1.178984343975595294e-03,-9.004376702786115461e-02,-6.543808925395354359e-02,-1.392054356012283663e-04,3.190818943813827357e-01,4.763988402577425951e-01,8.692518405420334160e-01,8.692518405420334160e-01,8.915794158055486918e+00,1.425108198427898287e+01,2.887376320769935205e+02,7.008352384194277765e-03,1.399386797274232875e-04,5.330746731126920619e-05,5.330746731126920619e-05,8.624703886865058067e+00,1.434227136866064711e+01,7.202338151807327095e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,7.073171721488890826e-03,1.123394164992450039e-02,3.700000000000000000e+02,1.276825100000000077e+02,2.739435343573281401e+01
2.007091900000000000e+07,2.314723200000000247e+02,4.786627999999999616e+01,2.672521765800401350e-01,3.641417525649416120e+01,1.716898199761529042e+02,-2.210421908495580681e+02,1.356331565869071335e-03,1.468255548456872490e-03,1.156790872735178818e-03,1.221756567638969523e-03,1.156790872735178818e-03,1.221756567638969523e-03,-8.462833614992298914e-02,-6.311954549963788574e-02,-1.214417467097173925e-04,4.671940647829136983e-01,2.609492775286583743e-01,4.936226173135903061e-01,4.936226173135903061e-01,1.219262493865186592e+01,1.435610262724134145e+01,2.889275282281159321e+02,7.489593509602294509e-03,2.926827329391466586e-04,3.562108295562202995e-05,3.562108295562202995e-05,1.196867554504537168e+01,1.440197574270757741e+01,7.577853195649436602e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,7.432053471314236867e-03,1.129835864268535078e-02,3.700000000000000000e+02,1.777081900000000019e+02,2.791903466090834485e+01
2.007091900000000000e+07,2.907903000000000020e+02,4.165265699999999782e+01,1.500158386744658914e-02,-3.932231606563364457e-01,7.965348896161340342e+00,-7.576260751298389096e+02,9.075934340112198082e-04,9.939543820648235901e-04,9.661485170507567088e-04,1.053362612782353250e-03,9.661485170507567088e-04,1.053362612782353250e-03,-1.294726411142057849e-03,2.888666218122506405e-03,-2.387561338194342688e-05,1.108367511515799542e-01,9.316430735380709649e-02,1.822942177701726840e-01,1.822942177701726840e-01,3.515603729986817694e+00,1.632993069541095110e+01,2.914384383049068674e+02,1.047915092717257614e-02,3.089439938011030154e-05,6.318923634576634348e-05,6.318923634576634348e-05,3.497947035741806765e+00,1.632922210129555651e+01,1.048500765061042422e-02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.044926011926432079e-02,1.119374578796278677e-02,3.700000000000000000e+02,2.059803499999999872e+02,2.742624061629408772e+01
2.007092000000000000e+07,2.947444199999999910e+02,4.326552000000000220e+01,2.125604288619905788e-02,-2.098256537146546474e+00,2.110604353747131956e+00,1.260110304794499569e+02,8.132352994070132226e-04,1.014677577185144801e-03,8.473740180226164076e-04,1.062491394110732807e-03,8.473740180226164076e-04,1.062491394110732807e-03,1.208916250598461237e-02,1.294033423828453398e-02,-5.301918129374648622e-06,1.317032242720818369e-01,-7.856454772937340181e-01,-7.856454772937340181e-01,-7.856454772937340181e-01,4.134769764106350110e+00,1.483151662909273227e+01,2.898174565890783470e+02,9.836161018188033928e-03,3.519150152203234767e-05,6.192369227055730856e-05,6.192369227055730856e-05,4.265416287441424537e+00,1.484437091573397538e+01,9.830894355509283214e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,9.816685856148721703e-03,9.995115046557746102e-03,3.700000000000000000e+02,1.467096099999999979e+02,1.790787524308294820e+01
2.007092000000000000e+07,2.313513599999999997e+02,4.788788199999999762e+01,1.657326339328275000e-01,2.090961735810370925e+01,1.002763548647590852e+02,-1.908275088002432653e+02,1.183144477276079892e-03,1.346359806528494912e-03,1.097363009131123879e-03,1.197707478703708295e-03,1.097363009131123879e-03,1.197707478703708295e-03,-6.213695444241374571e-02,-4.610743806191749949e-02,-9.022259765695866333e-05,3.685275564363837963e-01,4.005524147488859210e-01,6.524512998830376276e-01,6.524512998830376276e-01,1.004360961791892137e+01,1.483187012546949290e+01,2.895798775318736489e+02,8.482115069419144185e-03,1.843373059824326900e-04,4.764412034999883323e-05,4.764412034999883323e-05,9.847218026552853942e+00,1.486962261654701933e+01,8.555988786029944740e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.418130955289348724e-03,1.124616068105023514e-02,3.700000000000000000e+02,1.287564000000000135e+02,2.743137029182858200e+01
2.007092100000000000e+07,3.002804299999999671e+02,4.578967000000000098e+01,1.442271235504671324e-02,-1.506096359417537833e+00,1.492443509148693082e+01,2.932088863162010739e+02,8.494208056291167310e-04,9.914158745898344130e-04,8.970671450934163214e-04,1.051767773086165723e-03,8.970671450934163214e-04,1.051767773086165723e-03,3.362579662051227297e-03,1.127597196381650846e-02,-4.551939473562603781e-05,1.084863970459254562e-01,-3.376432325401610424e-01,-3.376432325401610424e-01,-3.376432325401610424e-01,3.445479977198415700e+00,1.492017770682741684e+01,2.897118491360220105e+02,8.727920627644474710e-03,3.039694730792558600e-05,6.301049114760330877e-05,6.301049114760330877e-05,3.491729597396203477e+00,1.492498682402469967e+01,8.708506948297287456e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.611753978675478968e-03,1.009063398966896646e-02,3.700000000000000000e+02,2.300219400000000007e+02,1.863694885615171160e+01
2.007092100000000000e+07,2.309039899999999932e+02,4.794956200000000024e+01,1.032554136502003422e-01,1.442230462167848692e+01,7.174944031033483327e+01,-1.304222652390639325e+02,1.179499276846445810e-03,1.242671615035835075e-03,1.139114052503204574e-03,1.166657079466137861e-03,1.139114052503204574e-03,1.166657079466137861e-03,-5.486442126120975177e-02,-4.032631085655284664e-02,-8.184046837173152467e-05,2.914165197608952762e-01,3.831848033654257080e-01,7.095817263703957378e-01,7.095817263703957378e-01,8.266750241080773165e+00,1.479606376344952423e+01,2.895711137608026888e+02,8.637087841726639667e-03,1.180462062359986981e-04,5.635953325572467962e-05,5.635953325572467962e-05,8.058822691853352538e+00,1.484043155753607834e+01,8.727130321971910548e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.642510213418485090e-03,1.110996873394038548e-02,3.700000000000000000e+02,1.046535700000000020e+02,2.620589271785697250e+01
2.007092200000000000e+07,3.015500999999999863e+02,5.000236500000000461e+01,2.320308737917758587e-02,-4.141882698341068370e-01,1.590754535035604178e+01,-3.626359103959965751e+02,9.414200958392284760e-04,1.019155793866772988e-03,9.934454757602804824e-04,1.063306213595294637e-03,9.934454757602804824e-04,1.063306213595294637e-03,-4.088554654306636102e-03,2.422382587524138549e-03,-3.776360860408472180e-05,1.365864626893828482e-01,1.760286585534096560e-01,3.384695580189462372e-01,3.384695580189462372e-01,4.278447910408567090e+00,1.088391510248072791e+01,2.853072852408914741e+02,6.726880335729268356e-03,3.617700316155455094e-05,6.086623301559172209e-05,6.086623301559172209e-05,4.236971630517948562e+00,1.088275767724104526e+01,6.744923956899733820e-03,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-01,6.694348358271979930e-03,7.860677779467247633e-03,3.700000000000000000e+02,1.269227100000000092e+02,-7.641554664955958476e-01
