Date,Longitude,Latitude,Wind speed,Air temperature,SST,RH,P,Rs,zu,zt
20090508,208.37543,24.300926,7.470798,22.416382,23.570581,76.51289,1017.7196,277.2927,30.899999618530273,25.5
20090508,189.70657,58.948456,3.060202,-2.184013,-1.2061996,85.65557,1024.0739,91.16693,19.799999237060547,19.799999237060547
20090509,192.34084,57.50106,2.9746475,-1.8227371,-1.0214214,82.74907,1031.4371,94.55967,19.799999237060547,19.799999237060547
20090509,211.6705,25.920824,6.3155265,21.439898,22.605577,73.752235,1019.37885,246.70541,19.799999237060547,19.799999237060547
20090510,215.6979,27.90081,5.629347,20.225315,21.461946,65.150345,1021.48315,274.93335,10.300000190734863,10.300000190734863
20090510,195.95352,57.011612,6.306605,-1.5123322,-0.8263357,88.33845,1032.2748,114.79214,19.799999237060547,19.799999237060547
20090511,194.7356,56.42707,5.372349,-0.8790351,0.4665561,90.61261,1030.9833,124.05842,19.799999237060547,19.799999237060547
20090511,219.05919,29.528095,6.115831,18.60111,20.38094,71.98473,1021.0745,233.32797,19.799999237060547,19.799999237060547
20090512,219.99992,30.00015,6.535658,18.508566,20.014147,74.166534,1020.588,456.79858,19.799999237060547,19.799999237060547
20090513,193.47433,53.90363,1.142611,6.4279776,8.006623,68.09671,1011.46716,470.1155,19.799999237060547,19.799999237060547
20090513,219.99998,30.000051,4.6566873,19.08493,19.986624,71.960815,1020.7624,260.81998,19.799999237060547,19.799999237060547
20090514,219.99998,30.000046,4.626875,18.952105,20.06438,73.1,1021.4729,287.05518,15.0,20.0
20090514,196.85205,54.50527,4.6935267,4.064427,4.7381716,85.24339,1011.2731,217.39288,15.0,20.0
20090515,204.19547,55.95879,5.95105,4.4714975,5.892116,83.59712,1011.36334,147.6406,19.799999237060547,19.799999237060547
20090515,220.00018,30.000063,5.080022,18.965572,20.28247,77.509155,1021.38586,390.8868,30.899999618530273,25.5
20090516,220.0,30.000044,3.1206117,19.323526,20.508503,82.342514,1020.4601,430.89484,19.799999237060547,19.799999237060547
20090516,208.33022,57.19313,10.198284,6.017117,6.5640035,83.83661,1011.583,160.80699,19.799999237060547,19.799999237060547
20090517,219.99998,30.00004,4.0302525,19.449665,20.682663,84.59513,1019.1062,502.08795,15.0,20.0
20090517,217.1542,58.121834,8.4122715,7.177004,7.0194144,84.43069,1010.38403,286.69016,19.799999237060547,19.799999237060547
20090518,219.99995,30.000025,6.6331367,18.945274,20.728535,80.348076,1017.6084,292.55225,15.0,20.0
20090519,219.99995,30.000015,7.4796352,18.843536,20.659014,75.06303,1018.37036,146.8694,30.899999618530273,25.5
20090520,220.00006,30.000221,7.4947505,18.397703,20.257141,76.87822,1020.37256,241.6561,19.799999237060547,19.799999237060547
20090520,226.07991,57.81481,9.655649,8.862006,7.9090595,68.10217,1018.63245,686.76,15.0,20.0
20090521,224.41977,31.045406,7.172715,16.533625,18.878338,64.579315,1020.8647,174.94499,19.799999237060547,19.799999237060547
20090521,227.39398,55.984905,5.634703,7.556227,8.488977,80.44832,1023.1448,283.3469,30.899999618530273,25.5
20090522,231.60165,51.32183,4.849736,8.589334,9.31372,82.7985,1021.5874,195.90437,19.799999237060547,19.799999237060547
20090522,229.98102,32.31958,7.2947087,14.552493,16.785213,65.24123,1019.6775,187.77563,19.799999237060547,19.799999237060547
20090523,235.20734,33.49673,9.131533,12.643514,14.875043,78.30557,1017.1444,106.53959,19.799999237060547,19.799999237060547
20090523,236.79102,48.386818,6.698674,11.649536,11.66404,78.8207,1017.1402,139.31117,19.799999237060547,19.799999237060547
20090524,239.90834,34.27419,7.556956,12.022568,13.8729,86.71571,1014.5308,270.1311,15.0,20.0
20090525,239.95757,34.274174,6.5744677,12.326807,13.156202,85.00933,1012.8871,384.20755,15.0,20.0
20090526,239.95757,34.27422,4.255173,11.982025,12.491934,89.024475,1011.8577,354.93204,19.799999237060547,19.799999237060547
20090527,239.95755,34.27422,2.467744,12.440089,13.299452,91.03462,1012.0823,330.35736,15.0,20.0
20090528,239.72247,34.273815,2.7032046,12.779364,14.103841,90.85865,1012.3954,184.19472,19.799999237060547,19.799999237060547
20090529,242.56465,32.715645,2.759071,15.608982,18.037386,81.705826,1014.3484,147.09155,15.0,20.0
20090530,242.76381,32.706608,1.7793577,15.865948,17.88362,84.9968,1014.67566,183.08084,19.799999237060547,19.799999237060547
20090531,242.85422,32.69135,0.7120555,17.344109,20.296305,82.23061,1012.57605,200.42778,19.799999237060547,19.799999237060547
20090531,242.76381,32.706604,2.10405,15.907121,17.615198,87.27166,1013.4647,221.83104,30.899999618530273,25.5
20090601,242.76381,32.706608,1.8642755,16.126547,16.9499,84.10394,1012.2078,349.49496,19.799999237060547,19.799999237060547
20090602,242.76381,32.706608,2.2050323,15.577469,16.689655,82.07337,1012.2581,449.27997,15.0,20.0
20090602,242.76363,32.70072,4.496879,16.663439,17.453125,77.6816,1011.15485,742.32025,19.799999237060547,19.799999237060547
20090603,242.76384,32.706596,1.8363189,16.581583,17.012482,81.869316,1010.5428,219.4008,30.899999618530273,25.5
20090603,239.0574,33.767498,3.9234595,14.542189,15.483891,88.51964,1011.7998,233.92474,15.0,20.0
20090604,233.88705,36.437515,2.5401971,13.863347,15.332933,86.57147,1013.1983,243.3765,30.899999618530273,25.5
20090604,242.76384,32.706596,2.530332,16.103882,17.100384,80.11005,1012.13727,228.96324,10.300000190734863,10.300000190734863
20090605,238.44966,32.259987,4.301058,15.824369,16.437693,87.6982,1012.9421,277.25522,30.899999618530273,25.5
20090605,228.65436,39.049232,6.9059815,14.0848055,15.48283,84.96279,1012.9027,239.21222,19.799999237060547,19.799999237060547
20090606,233.36136,32.170002,4.704672,15.893729,17.026615,83.82287,1013.5373,212.00603,10.300000190734863,10.300000190734863
20090606,223.43555,41.57804,5.1029997,13.057034,14.440465,91.15723,1016.7544,269.74368,19.799999237060547,19.799999237060547
20090607,233.89444,36.549526,3.139258,15.685645,16.596169,77.0278,1013.5973,251.39413,10.300000190734863,10.300000190734863
20090607,217.63586,44.272198,4.5597425,13.008557,13.153555,96.79188,1017.5235,178.6733,30.899999618530273,25.5
20090608,234.91837,41.824844,3.4549375,12.051267,13.469777,86.60602,1011.66315,198.44044,15.0,20.0
20090608,211.97383,46.776203,4.424407,8.597596,10.214542,95.82761,1017.341,178.62857,30.899999618530273,25.5
20090609,205.44604,49.523685,5.6193485,6.0443754,7.8718953,90.59673,1016.3893,172.46812,19.799999237060547,19.799999237060547
20090609,235.73907,45.813587,2.897947,13.749042,15.237405,85.08761,1009.196,220.46492,19.799999237060547,19.799999237060547
20090610,198.63539,52.234077,10.757027,5.760947,6.883971,95.179405,1005.97894,94.54486,19.799999237060547,19.799999237060547
20090610,236.13675,46.18982,1.5658695,15.683105,16.686539,78.74816,1011.8548,130.83684,15.0,20.0
20090611,236.13673,46.18982,4.1483455,15.102841,16.823313,77.44078,1013.4171,288.73312,10.300000190734863,10.300000190734863
20090611,193.47252,53.90298,2.1852565,4.8207808,5.8964157,89.54032,1005.3128,110.69202,15.0,20.0
20090612,289.3742,41.03943,5.836074,14.943101,12.871488,95.74171,1005.8004,99.58445,15.0,20.0
20090612,193.47252,53.902985,1.790499,6.979235,6.1962113,76.453186,1008.91394,139.51514,15.0,20.0
20090612,236.13673,46.18982,5.751476,14.002403,16.809666,79.953026,1013.1232,315.04803,19.799999237060547,19.799999237060547
20090613,235.2574,46.439472,5.6337566,12.842686,15.297207,82.671684,1011.971,302.49472,10.300000190734863,10.300000190734863
20090613,293.87473,41.23558,7.1890655,12.547193,12.649845,94.4327,1008.37,210.29091,15.0,20.0
20090614,299.50674,42.59432,6.667766,10.889984,12.115896,91.37691,1007.18665,228.94292,15.399999618530273,15.699999809265137
20090614,193.47252,53.90299,3.2126412,7.474314,6.5766554,74.575356,1012.9151,238.79286,19.799999237060547,19.799999237060547
20090614,231.04897,47.905415,4.438291,12.072455,13.626562,86.77424,1012.72565,171.95518,24.0,23.5
20090615,230.91449,47.967846,6.0565577,12.955719,13.35292,91.33545,1012.26227,206.0686,10.300000190734863,10.300000190734863
20090615,307.70325,44.538975,10.252823,7.7845807,10.231691,78.09073,992.8956,337.62625,15.399999618530273,15.699999809265137
20090615,194.52094,54.39454,7.558084,6.3612866,5.741373,80.212364,1008.02045,154.73526,15.0,20.0
20090616,230.90312,47.94879,6.976672,12.975723,13.418605,97.493935,1010.70386,83.532265,10.300000190734863,10.300000190734863
20090616,196.77924,55.921432,5.6492667,6.4249725,6.6779823,88.87091,1001.51935,303.6496,19.799999237060547,19.799999237060547
20090616,307.89307,46.64904,4.9376955,6.3519764,6.8166823,79.85336,1004.9812,455.70795,19.799999237060547,19.799999237060547
20090617,198.28297,57.3693,5.7676573,6.6078887,5.3671584,87.589195,997.71594,351.36157,15.0,20.0
20090617,307.40802,47.569016,4.2983923,7.3452525,6.4995737,74.48045,1025.3074,407.51016,15.0,20.0
20090617,230.8769,47.905594,4.9516816,12.604512,13.35009,93.39789,1011.53485,104.10643,19.799999237060547,19.799999237060547
20090618,194.15617,56.225014,5.777037,5.4262104,6.241683,89.8497,1000.1919,236.74937,19.799999237060547,19.799999237060547
20090618,230.02538,45.989574,5.5376887,12.873765,13.789698,90.690125,1014.5468,122.00682,10.300000190734863,10.300000190734863
20090618,313.13412,49.78224,4.305795,8.590646,8.335956,77.06073,1024.9169,445.0933,15.399999618530273,15.699999809265137
20090619,191.31937,55.221207,8.51871,5.588125,6.411802,89.369194,996.058,169.20323,19.799999237060547,19.799999237060547
20090619,317.77756,51.47466,3.20817,10.071479,9.943551,90.40692,1025.6793,205.47673,19.799999237060547,19.799999237060547
20090619,230.0123,45.926853,10.05073,12.406843,13.551897,82.60041,1013.6434,190.99881,10.300000190734863,10.300000190734863
20090620,320.00052,52.18036,5.9419794,7.992941,9.542382,92.60539,1027.0275,193.48137,15.0,20.0
20090620,230.01715,45.93305,8.011917,11.897124,13.490899,79.309166,1015.79614,203.34764,10.300000190734863,10.300000190734863
20090621,230.00745,45.929085,8.101546,12.008269,13.491673,78.322174,1018.8526,226.21687,10.300000190734863,10.300000190734863
20090621,323.21783,53.3111,4.8159385,6.6851754,7.9025254,70.93894,1023.3671,298.6666,19.799999237060547,19.799999237060547
20090621,193.4017,58.049526,3.6807501,3.0914772,4.639595,94.12674,998.9838,179.10735,19.799999237060547,19.799999237060547
20090622,191.26244,58.361454,6.639763,3.0975695,4.467361,93.50232,1000.80084,123.17025,30.899999618530273,25.5
20090622,325.08563,53.04741,6.933235,7.793747,8.540265,90.513855,1010.227,137.97989,19.799999237060547,19.799999237060547
20090622,230.90175,47.947216,7.7757745,11.703877,13.202014,78.4044,1018.7232,190.82143,15.0,20.0
20090623,326.38306,53.02655,4.343671,7.5241923,8.9472,67.33799,974.25867,219.55876,19.799999237060547,19.799999237060547
20090623,188.9435,56.284153,6.8866696,4.801627,5.6809716,88.153145,1005.31775,169.00722,19.799999237060547,19.799999237060547
20090623,230.87534,47.906174,6.762931,12.003675,13.327364,87.661766,1015.81274,106.97706,19.799999237060547,19.799999237060547
20090624,329.07147,51.60019,2.6657436,9.329084,10.759007,61.978195,949.1043,409.17642,15.0,20.0
20090624,230.90408,47.95066,9.3302,12.453563,12.995121,94.77331,1001.8484,177.4868,15.0,20.0
20090625,230.90369,47.948364,11.999568,11.64959,12.524493,80.202866,1014.33374,236.64705,19.799999237060547,19.799999237060547
20090625,329.77414,51.6682,7.2422624,9.89213,11.375959,79.80918,942.2181,242.09921,15.399999618530273,15.699999809265137
20090626,230.91301,47.96808,5.8184495,11.229123,12.606955,74.09493,1024.1891,258.9682,10.300000190734863,10.300000190734863
20090626,184.91124,57.66541,5.0933332,6.6991673,6.5564027,90.02736,1012.4516,805.1722,19.799999237060547,19.799999237060547
20090626,331.0594,51.30684,9.589031,10.800945,12.247141,77.14851,990.8794,243.01352,19.799999237060547,19.799999237060547
20090627,185.18677,57.97947,5.7916656,5.6832666,6.8706684,94.6432,1016.08704,305.85843,30.899999618530273,25.5
20090627,234.1722,48.218327,5.0885653,11.266776,12.007738,78.07281,1021.6777,265.97964,10.300000190734863,10.300000190734863
20090627,330.45978,51.67045,6.319043,10.555609,11.808758,91.62598,1012.1266,101.29791,15.0,20.0
20090628,237.68675,47.649612,6.2561655,16.329739,16.636597,52.385563,1019.0402,515.028,30.899999618530273,21.700000762939453
20090628,329.68903,51.53249,11.502185,10.328959,11.4463005,91.86026,1010.90063,35.12716,19.799999237060547,19.799999237060547
20090628,187.64037,58.86264,4.1641254,5.0547743,5.755666,95.9749,1020.68884,113.76834,19.799999237060547,19.799999237060547
20090629,330.0147,51.6308,12.743076,11.189534,11.425001,91.20449,1003.9056,258.8374,19.799999237060547,19.799999237060547
20090629,187.37762,56.909637,8.8148155,6.453188,6.7900825,93.16019,1016.9765,140.02226,10.300000190734863,10.300000190734863
20090629,237.68677,47.649574,4.360928,18.291584,20.01234,40.970737,1017.5073,565.8387,15.0,20.0
20090630,329.01428,51.24744,12.152851,10.639859,11.975251,93.419945,987.3399,101.00699,15.399999618530273,15.699999809265137
20090630,237.68677,47.649574,4.1794767,19.244768,20.16744,42.61658,1015.9689,497.6072,10.300000190734863,10.300000190734863
20090630,189.07573,59.09825,8.99773,5.1696944,5.593982,95.052155,1017.56775,242.23053,19.799999237060547,19.799999237060547
20090701,329.004,51.49693,9.120929,9.85296,11.061687,95.60103,970.2132,167.84634,19.799999237060547,19.799999237060547
20090701,237.3943,48.009502,3.275499,16.230244,15.767848,54.703632,1016.68555,438.80725,19.799999237060547,19.799999237060547
20090701,191.08723,59.97677,7.162357,4.557113,4.2884016,94.197395,1021.5962,176.33623,19.799999237060547,19.799999237060547
20090702,187.21817,59.900127,10.441962,5.6334057,5.618201,93.27248,1017.0163,153.64697,19.799999237060547,19.799999237060547
20090702,236.57184,48.436623,0.8388817,14.1271,12.794879,60.449516,1013.9486,355.15994,19.799999237060547,19.799999237060547
20090702,325.1557,53.118546,10.365219,7.6941366,9.601299,85.97187,1008.2718,223.19577,15.399999618530273,15.699999809265137
20090703,323.28308,53.2393,8.968071,6.863775,8.447881,78.32332,1013.4496,241.75516,19.799999237060547,19.799999237060547
20090703,236.57184,48.436626,0.38746187,14.611027,13.694492,69.92512,1011.061,123.71415,10.300000190734863,10.300000190734863
20090703,182.01183,59.900665,9.61339,5.520941,5.865552,95.880196,993.6596,98.81486,19.799999237060547,19.799999237060547
20090704,236.57182,48.436626,0.85238695,14.711138,13.488998,75.2195,1012.3517,320.48138,10.300000190734863,10.300000190734863
20090704,325.92328,53.120552,7.015944,7.448083,9.231755,78.972466,1010.8985,234.15714,19.799999237060547,19.799999237060547
20090704,181.27798,59.892815,12.272346,6.347334,6.228913,93.31786,1004.3046,182.06764,19.799999237060547,19.799999237060547
20090705,234.1747,48.458004,7.302931,11.275236,11.591655,93.70822,1008.6969,117.15324,19.799999237060547,19.799999237060547
20090705,324.40814,52.872322,5.7746377,9.646562,9.545216,90.851006,1009.3652,287.6405,19.799999237060547,19.799999237060547
20090705,184.4447,59.49533,7.2463727,5.3398013,6.1518607,95.823494,1015.22375,119.99441,30.899999618530273,25.5
20090706,318.54218,50.64922,9.792243,12.630839,12.957276,95.24545,1005.99097,149.14117,15.399999618530273,15.699999809265137
20090706,231.31386,48.4559,8.564328,11.318959,13.254505,89.91178,1011.6561,184.7728,19.799999237060547,19.799999237060547
20090706,187.53622,61.000122,6.359289,3.9987524,4.3085375,97.3331,1010.82007,117.84719,19.799999237060547,19.799999237060547
20090707,312.95062,48.081425,6.410576,8.447112,9.76171,91.20948,1007.5662,183.53978,15.399999618530273,15.699999809265137
20090707,188.50003,62.090164,8.969866,3.9990222,3.3338273,97.8209,1010.1582,101.124794,19.799999237060547,19.799999237060547
20090707,234.06076,48.74926,5.0998397,10.946337,11.320239,95.19546,1013.05634,83.36408,15.0,20.0
20090707,232.38365,48.407837,4.398876,11.379762,12.920775,93.1646,1012.82886,140.94385,19.799999237060547,19.799999237060547
20090708,226.88036,52.38669,3.9070032,10.401462,12.080201,96.802,1013.5633,242.91351,19.799999237060547,19.799999237060547
20090708,185.32611,62.199,8.385211,3.6114562,3.4782276,98.14851,1010.6403,145.59848,15.0,20.0
20090708,231.3722,48.452568,3.5103362,11.840881,13.194528,94.98772,1011.7359,99.84433,30.899999618530273,25.5
20090708,304.9002,45.96208,2.1224446,10.847852,11.918026,69.269745,1014.3133,462.9434,19.799999237060547,19.799999237060547
20090709,298.9606,44.59251,3.0611732,12.973121,14.162536,66.50088,1017.8603,469.89456,15.399999618530273,15.699999809265137
20090709,186.50343,60.227566,5.598064,4.4824977,4.6290283,95.57703,1022.7431,166.04439,19.799999237060547,19.799999237060547
20090709,231.31895,48.456394,4.1717525,12.5184765,13.600971,94.57592,1016.0808,173.62889,19.799999237060547,19.799999237060547
20090710,215.05952,59.144276,4.40086,11.88398,13.657561,89.20855,1020.6189,149.19955,19.799999237060547,19.799999237060547
20090710,235.61038,48.436626,3.5572474,12.701342,11.7853365,90.18201,1017.99194,228.87346,19.799999237060547,19.799999237060547
20090710,294.6386,42.25113,4.724637,14.617268,14.784332,78.29506,1019.7329,445.11896,19.799999237060547,19.799999237060547
20090710,189.79724,58.47532,3.6199374,3.9062922,4.880757,96.15552,1023.4537,172.38051,15.0,20.0
20090711,193.44968,57.425095,3.1459272,5.5425076,7.179197,98.116,1019.234,237.44193,30.899999618530273,25.5
20090711,236.5627,48.43661,2.8140812,11.612216,11.483489,92.75018,1014.3554,448.36935,10.300000190734863,10.300000190734863
20090711,290.55713,39.87638,3.7475803,20.311712,21.318178,75.88181,1024.0923,452.65182,19.799999237060547,19.799999237060547
20090711,212.44698,59.50319,1.914906,11.431637,12.91312,93.63332,1020.8549,45.688896,19.799999237060547,19.799999237060547
20090712,233.22446,48.63639,5.1550775,10.626494,12.084972,99.38826,1014.7516,107.70987,15.0,20.0
20090712,193.70126,56.06645,8.40308,8.2494135,8.17564,97.57129,1013.7291,263.11844,19.799999237060547,19.799999237060547
20090713,233.91095,48.345154,3.1651285,11.493369,12.458006,95.74072,1019.1254,103.78507,19.799999237060547,19.799999237060547
20090713,210.58012,60.08884,4.3927526,11.267914,12.847817,95.36003,1019.6849,161.73018,19.799999237060547,19.799999237060547
20090713,192.76132,54.386734,6.648028,8.830874,7.357084,93.54878,1005.2491,106.01385,15.0,20.0
20090714,193.41629,53.84275,3.7048748,7.9588776,6.2373676,84.979485,1018.20624,100.68989,19.799999237060547,19.799999237060547
20090714,233.84789,48.34575,5.0221224,11.288734,13.237475,91.46604,1021.96857,119.73758,15.0,20.0
20090714,207.75128,57.13824,6.684308,10.780601,11.044655,99.18373,1018.47394,141.5178,19.799999237060547,19.799999237060547
20090715,201.3199,55.48426,4.407834,10.171649,10.868953,89.37905,1020.31995,188.32626,15.0,20.0
20090715,233.84857,48.34686,5.0827045,11.5966625,13.2011385,92.57223,1018.47095,165.11029,19.799999237060547,19.799999237060547
20090715,193.41629,53.842747,1.9330769,7.5651064,6.855733,91.05211,1024.0641,143.2265,19.799999237060547,19.799999237060547
20090716,233.83878,48.398922,3.1782782,13.360059,13.89377,98.440285,1018.70166,265.62717,10.300000190734863,10.300000190734863
20090716,195.01883,50.805115,6.9133124,9.855618,10.826532,94.61148,1023.4986,154.0787,19.799999237060547,19.799999237060547
20090716,195.46098,54.39115,8.863998,8.56556,8.823808,90.10505,1019.8218,146.0062,30.899999618530273,25.5
20090717,233.91779,48.333687,2.894733,13.494871,14.563489,98.29959,1018.73267,238.7571,10.300000190734863,10.300000190734863
20090717,193.47485,53.90385,2.1280048,9.517387,7.5849996,82.8857,1007.2815,89.50311,30.899999618530273,25.5
20090717,196.33115,45.876686,9.163769,13.092329,13.145815,96.88258,1024.3329,161.1381,19.799999237060547,19.799999237060547
20090718,233.89055,48.314163,4.138239,14.288973,14.857755,88.4278,1019.66534,190.17686,10.300000190734863,10.300000190734863
20090718,193.47487,53.90385,3.8174493,9.201599,7.5849996,80.52172,1002.22534,60.19272,19.799999237060547,19.799999237060547
20090718,197.43599,41.221306,7.1877956,15.939374,16.769936,88.23446,1027.4679,138.3319,30.899999618530273,25.5
20090719,231.4693,47.866615,6.0229836,13.896955,15.352815,84.59908,1023.2594,223.403,10.300000190734863,10.300000190734863
20090719,198.4757,36.665974,3.2905061,18.66489,20.7817,72.81041,1027.2106,300.74756,19.799999237060547,19.799999237060547
20090719,193.47487,53.90385,4.6498117,9.125018,7.5849996,77.13491,1008.6836,84.02594,19.799999237060547,19.799999237060547
20090720,194.65475,56.3083,7.1117964,7.6913776,7.8875546,97.19374,1001.72534,75.18882,19.799999237060547,19.799999237060547
20090720,230.93796,47.942917,9.348082,13.603343,15.449418,88.77963,1021.7983,181.47672,10.300000190734863,10.300000190734863
20090720,199.41045,32.333164,7.293764,22.450428,24.207685,74.67987,1023.5408,303.599,19.799999237060547,19.799999237060547
20090721,200.39397,27.524902,7.630108,24.3264,26.044142,71.06317,1019.59937,353.91367,19.799999237060547,19.799999237060547
20090722,230.94035,47.94526,8.675458,13.731502,14.784251,91.2063,1018.0125,145.82993,19.799999237060547,19.799999237060547
20090722,201.0245,24.223726,8.240746,24.64063,26.065445,79.00161,1016.26776,275.22168,19.799999237060547,19.799999237060547
20090722,193.8416,63.875324,8.222972,12.835295,10.635656,83.30223,992.2181,200.7673,30.899999618530273,25.5
20090723,192.93391,64.60544,6.8065295,10.44837,10.48373,92.92311,994.163,104.84885,19.799999237060547,19.799999237060547
20090723,231.00104,47.964745,8.053945,13.991136,14.597312,96.67081,1018.524,167.2911,19.799999237060547,19.799999237060547
20090723,201.57477,21.463236,6.6326203,25.884094,26.634739,84.648705,1012.77966,226.88264,19.799999237060547,19.799999237060547
20090724,202.11377,21.316032,3.2436604,26.814919,26.86628,73.54383,1011.0622,360.18237,15.0,20.0
20090724,191.03339,68.07485,13.793299,3.8496697,3.574083,94.25489,1002.6577,112.37255,19.799999237060547,19.799999237060547
20090724,236.07195,48.427273,4.311975,11.886866,11.441352,90.05046,1016.3106,230.17169,19.799999237060547,19.799999237060547
20090725,202.11378,21.316032,3.681236,26.96839,26.977245,70.06396,1011.5884,451.1175,19.799999237060547,19.799999237060547
20090725,233.86432,48.34821,5.72427,11.177227,11.801419,98.6078,1014.7638,150.40068,30.899999618530273,21.700000762939453
20090725,203.11594,71.35904,3.6080048,2.6751633,2.255828,97.223854,1011.1702,205.30737,19.799999237060547,19.799999237060547
20090726,203.97624,71.67995,2.9547973,2.1796722,2.6952088,96.161934,1013.9401,146.13641,15.0,20.0
20090726,202.11378,21.316032,4.1466365,26.879622,26.96447,67.82977,1013.1523,458.76123,19.799999237060547,19.799999237060547
20090726,233.82593,48.42758,4.7891464,12.990163,13.537904,97.06951,1017.17487,261.98828,19.799999237060547,19.799999237060547
20090727,202.11377,21.316032,5.94468,26.168625,26.859255,69.983345,1014.63586,586.5528,19.799999237060547,19.799999237060547
20090727,205.52719,71.75229,8.905491,3.1598923,3.2838275,93.64511,1016.83734,109.76735,19.799999237060547,19.799999237060547
20090727,233.88896,48.327133,3.4844728,13.846508,14.131645,93.62392,1016.893,267.1975,30.899999618530273,25.5
20090728,200.3009,21.893892,7.8656874,25.91379,27.010582,73.00489,1014.68665,363.38663,15.0,20.0
20090728,204.91287,71.56496,10.715046,3.1387036,3.0865927,93.67723,1016.51807,220.13518,15.0,20.0
20090728,233.12181,48.673195,5.3279943,13.968657,12.986992,91.17858,1011.9923,288.57526,10.300000190734863,10.300000190734863
20090729,206.90506,71.42734,6.9008484,4.2020597,3.4456074,93.53072,1014.2969,233.778,30.899999618530273,25.5
20090729,233.13559,48.659966,8.182662,12.7233925,13.149055,94.40158,1007.9146,189.6741,19.799999237060547,19.799999237060547
20090729,200.27058,21.897635,6.8443627,25.70387,26.936996,77.7853,1013.90546,329.15933,15.0,20.0
20090730,233.13327,48.65883,4.6078105,12.60993,13.501641,92.92389,1008.0218,111.01025,10.300000190734863,10.300000190734863
20090730,200.29372,21.933777,6.4311676,25.81518,27.001326,71.94127,1013.28735,335.29724,15.0,20.0
20090730,208.4665,71.5244,7.035779,2.7515728,3.170984,95.65576,1008.45154,108.43719,19.799999237060547,19.799999237060547
20090731,235.80383,48.435345,5.1530967,12.671317,12.305554,90.66631,1010.91547,191.63211,19.799999237060547,19.799999237060547
20090731,210.37862,71.23282,4.763006,3.51798,2.481793,95.76871,1008.5814,203.9496,19.799999237060547,19.799999237060547
20090731,200.2951,21.932606,6.4866185,26.274881,26.890116,66.53944,1013.79913,409.5667,19.799999237060547,19.799999237060547
20090801,234.7436,48.794758,3.152501,12.415278,12.827434,98.37847,1013.24976,184.23714,19.799999237060547,19.799999237060547
20090801,200.29167,21.92331,5.6878552,26.15647,27.025614,73.90854,1013.9485,305.42282,19.799999237060547,19.799999237060547
20090801,210.66953,71.26236,4.930488,3.7517443,2.9134626,98.84242,1008.49274,55.67331,19.799999237060547,19.799999237060547
20090802,200.29164,21.928432,5.979319,26.479246,27.095606,75.27445,1012.84503,342.40335,15.0,20.0
20090802,234.73157,48.7207,3.2736697,11.771466,12.499694,99.489044,1011.658,132.9098,10.300000190734863,10.300000190734863
20090802,209.27048,71.35864,6.629192,5.6251884,3.9567473,94.73046,1016.1485,77.16175,19.799999237060547,19.799999237060547
20090803,234.72,48.812534,4.957287,12.001412,12.293555,95.188545,1011.0675,158.40208,10.300000190734863,10.300000190734863
20090803,200.29169,21.934597,7.807742,26.7155,27.09646,73.31865,1013.5497,321.76556,10.300000190734863,10.300000190734863
20090803,207.78435,71.32026,8.259925,6.6315064,4.547621,87.954605,1018.66724,73.51585,19.799999237060547,19.799999237060547
20090804,200.2841,21.911558,6.1898932,25.897871,27.07101,69.15749,1014.81885,308.55988,19.799999237060547,19.799999237060547
20090804,208.71521,71.46426,3.5769958,5.083521,4.403031,94.00322,1015.4102,164.38547,19.799999237060547,19.799999237060547
20090804,234.87073,48.32019,5.753121,12.497849,12.567646,94.10074,1011.9459,121.52717,10.300000190734863,10.300000190734863
20090805,288.5757,40.69433,6.5068784,22.785255,22.458199,94.98594,1012.78864,381.7339,19.799999237060547,19.799999237060547
20090805,204.43823,71.57002,5.5702486,4.804576,4.9062176,96.4379,1011.1509,182.62656,19.799999237060547,19.799999237060547
20090805,200.274,21.917154,7.741885,25.886505,27.01289,67.029175,1015.0064,323.07227,30.899999618530273,25.5
20090805,230.9317,47.93767,4.3464227,13.956428,14.80739,90.61435,1014.4897,68.91573,30.899999618530273,25.5
20090806,202.00903,71.59355,9.00596,1.4621602,2.8031704,99.713234,1014.6337,278.11356,19.799999237060547,19.799999237060547
20090806,200.27364,21.918484,8.410382,26.006237,26.972195,67.007385,1014.0026,308.75772,19.799999237060547,19.799999237060547
20090806,288.5853,39.591206,7.3109837,24.23641,25.247133,81.62852,1014.4139,157.38072,19.799999237060547,19.799999237060547
20090806,231.76822,47.81746,5.13349,13.618778,14.845208,89.20494,1013.33997,97.44914,30.899999618530273,25.5
20090807,232.27086,47.743668,5.5020504,13.905941,14.756597,89.46414,1015.6256,147.87888,10.300000190734863,10.300000190734863
20090807,286.3061,38.45633,7.6110716,23.905045,25.023514,55.803894,1020.261,77.460396,19.799999237060547,19.799999237060547
20090807,202.60152,71.423965,8.665877,3.8947623,4.6778502,98.425026,1011.65643,72.01834,19.799999237060547,19.799999237060547
20090807,200.2652,21.921135,7.4057355,25.981144,26.880167,66.49199,1013.49963,408.95752,10.300000190734863,10.300000190734863
20090808,230.92966,47.94263,5.0595202,14.7109785,15.1146555,90.56547,1017.8977,147.43457,10.300000190734863,10.300000190734863
20090808,202.5864,72.46716,7.7792783,3.6673973,4.341101,93.35881,1009.32983,104.42693,19.799999237060547,19.799999237060547
